kingdom,phylum,class,order,family,genus,species,iucn_redlist_id,iucn_redlist_category,common_name_en,common_name_fr,common_name_sp,country_distribution
Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Hydnophora,microconos,133458,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""CXR"",""CCK"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""MNP"",""OMN"",""PAK"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""ZAF"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Isopora,palifera,133139,NT,"Catch Bowl Coral",,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CXR"",""CCK"",""COM"",""DJI"",""FJI"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SYC"",""SLB"",""ZAF"",""LKA"",""TWN"",""THA"",""TLS"",""TUV"",""TZA"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,bewickensis,133003,NT,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""FJI"",""IND"",""IDN"",""JPN"",""KIR"",""MYS"",""MMR"",""NCL"",""PNG"",""PHL"",""WSM"",""LKA"",""TWN"",""THA"",""TLS"",""USA"",""UMI"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,bottae,132983,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""CCK"",""COM"",""COK"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MUS"",""MYT"",""MOZ"",""MMR"",""NIU"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""USA"",""UMI"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptoria,phrygia,132980,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""CXR"",""CCK"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""MNP"",""OMN"",""PAK"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Lithophyllon,undulatum,133213,NT,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""IDN"",""JPN"",""MYS"",""NCL"",""PLW"",""PNG"",""PHL"",""WSM"",""TWN"",""THA"",""TLS"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastrea,annuligera,133178,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""COM"",""EGY"",""FJI"",""ATF"",""IND"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""PAK"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""ZAF"",""SDN"",""TWN"",""THA"",""TLS"",""TUV"",""TZA"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastrea,colemani,133070,NT,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""MDG"",""MYS"",""MMR"",""MNP"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""TWN"",""THA"",""TLS"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastrea,magnistellata,132978,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""COM"",""DJI"",""EGY"",""FJI"",""ATF"",""GUM"",""HKG"",""IND"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TUV"",""TZA"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,capitata,133622,NT,"Rice Coral",,,"[""ASM"",""AUS"",""BRN"",""FJI"",""IND"",""IDN"",""JPN"",""KIR"",""MDG"",""MYS"",""MHL"",""NCL"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""TWN"",""TLS"",""TUV"",""USA"",""UMI"",""VUT""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,efflorescens,133175,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""CXR"",""CCK"",""COM"",""COK"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""MNP"",""OMN"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,effusa,133031,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""COM"",""COK"",""FJI"",""PYF"",""ATF"",""IND"",""IDN"",""JPN"",""KEN"",""KIR"",""MDG"",""MYS"",""MUS"",""MYT"",""MOZ"",""NCL"",""NIU"",""PNG"",""PHL"",""REU"",""WSM"",""SYC"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""VUT""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,foliosa,133071,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""CXR"",""CCK"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""NFK"",""MNP"",""OMN"",""PAK"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,foveolata,133438,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CHL"",""COM"",""COK"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""MNP"",""PLW"",""PNG"",""PHL"",""PCN"",""WSM"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,incrassata,133196,NT,,,,"[""ASM"",""AUS"",""BRN"",""CHL"",""FJI"",""IDN"",""JPN"",""KIR"",""MYS"",""MHL"",""MMR"",""NCL"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""TWN"",""THA"",""TLS"",""TUV"",""USA"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,nodosa,132944,NT,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""CHL"",""EGY"",""FJI"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MHL"",""MOZ"",""NCL"",""PLW"",""PNG"",""PHL"",""PCN"",""WSM"",""SAU"",""SLB"",""SDN"",""TWN"",""THA"",""TLS"",""TUV"",""TZA"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,venosa,133635,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""HKG"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""NFK"",""MNP"",""OMN"",""PAK"",""PLW"",""PNG"",""PHL"",""PCN"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Oulophyllia,bennettae,133333,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""DJI"",""FJI"",""ATF"",""IND"",""IDN"",""JPN"",""KIR"",""MDG"",""MYS"",""MHL"",""MMR"",""NCL"",""NFK"",""PLW"",""PNG"",""PHL"",""WSM"",""SAU"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TUV"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Oulophyllia,crispa,133200,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""COM"",""DJI"",""EGY"",""FJI"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""NFK"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""ZAF"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pachyseris,gemmae,132924,NT,,,,"[""ASM"",""BRN"",""FJI"",""IDN"",""MYS"",""NCL"",""PNG"",""PHL"",""WSM"",""SLB"",""TLS""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,minuta,132904,NT,,,,"[""ASM"",""AUS"",""BRN"",""FJI"",""GUM"",""IND"",""IDN"",""JPN"",""KIR"",""MYS"",""MHL"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""LKA"",""THA"",""TLS"",""TON"",""TUV"",""UMI"",""VUT""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,lamellina,133651,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""COM"",""DJI"",""EGY"",""FJI"",""ATF"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""OMN"",""PAK"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,ryukyuensis,133493,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CHN"",""COM"",""FJI"",""ATF"",""GUM"",""HKG"",""IDN"",""JPN"",""KIR"",""MDG"",""MYS"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SYC"",""SLB"",""TWN"",""THA"",""TLS"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Plerogyra,simplex,133116,NT,,,,"[""ASM"",""BRN"",""KHM"",""FJI"",""GUM"",""IDN"",""JPN"",""KIR"",""MYS"",""MHL"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Euphyllidae,Plerogyra,sinuosa,133258,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,133407,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CHL"",""CXR"",""CCK"",""COL"",""COM"",""COK"",""CRI"",""DJI"",""ECU"",""EGY"",""SLV"",""FJI"",""PYF"",""ATF"",""GUM"",""GTM"",""HND"",""IND"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MEX"",""MOZ"",""MMR"",""NCL"",""NIC"",""NIU"",""MNP"",""PLW"",""PAN"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""ZAF"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""USA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Polyphyllia,novaehiberniae,133372,NT,,,,"[""ASM"",""FJI"",""IDN"",""KIR"",""MHL"",""NCL"",""NIU"",""PLW"",""PNG"",""WSM"",""SLB"",""TON"",""TUV"",""UMI"",""VUT""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,annae,133262,NT,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""FJI"",""GUM"",""IND"",""IDN"",""JPN"",""KIR"",""MYS"",""MHL"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TUV"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,cylindrica,133496,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CHN"",""CXR"",""CCK"",""COM"",""FJI"",""ATF"",""GUM"",""HKG"",""IND"",""IDN"",""JPN"",""KEN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SYC"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,lobata,133216,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""CHL"",""CHN"",""CXR"",""CCK"",""COL"",""COM"",""COK"",""CRI"",""DJI"",""ECU"",""EGY"",""SLV"",""FJI"",""PYF"",""ATF"",""GUM"",""GTM"",""HND"",""HKG"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MEX"",""MOZ"",""MMR"",""NCL"",""NIC"",""NIU"",""MNP"",""OMN"",""PLW"",""PAN"",""PNG"",""PHL"",""PCN"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""USA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,murrayensis,133105,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""COM"",""COK"",""DJI"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""KEN"",""KIR"",""MYS"",""MDV"",""MHL"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""MNP"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,contigua,133208,NT,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""CHN"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""HKG"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""NFK"",""MNP"",""OMN"",""PAK"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,digitata,133043,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CXR"",""CCK"",""COM"",""COK"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""KIR"",""MDG"",""MYS"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SYC"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Scolymia,vitiensis,133157,NT,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""COK"",""FJI"",""PYF"",""ATF"",""IND"",""IDN"",""JPN"",""KIR"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""NCL"",""NIU"",""PLW"",""PNG"",""PHL"",""PCN"",""REU"",""WSM"",""SYC"",""SLB"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,133685,NT,"Smooth Cauliflower Coral",,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""GUM"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""NFK"",""MNP"",""OMN"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Acanthastrea,brevis,133557,VU,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""COM"",""DJI"",""EGY"",""FJI"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""JOR"",""MDG"",""MYS"",""MDV"",""MUS"",""MYT"",""MOZ"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TLS"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Acanthastrea,hemprichii,133642,VU,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""COM"",""DJI"",""EGY"",""FJI"",""ATF"",""HKG"",""IDN"",""JPN"",""JOR"",""KEN"",""MDG"",""MYS"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""SDN"",""TWN"",""THA"",""TLS"",""TZA"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Mussidae,Acanthastrea,ishigakiensis,133376,VU,,,,"[""ASM"",""IOT"",""BRN"",""COM"",""DJI"",""EGY"",""FJI"",""ATF"",""GUM"",""IDN"",""JPN"",""JOR"",""KEN"",""KIR"",""MDG"",""MYS"",""MHL"",""MUS"",""MYT"",""MOZ"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""SDN"",""TWN"",""TLS"",""TON"",""TUV"",""TZA"",""UMI"",""VUT"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,aculeus,133463,VU,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""COM"",""FJI"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""KEN"",""KIR"",""MDG"",""MYS"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""PCN"",""REU"",""WSM"",""SYC"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""TZA"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,acuminata,132940,VU,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""EGY"",""FJI"",""ATF"",""GUM"",""IND"",""IDN"",""JPN"",""JOR"",""KIR"",""MYS"",""MDV"",""MHL"",""MUS"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,aspera,133132,VU,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CXR"",""CCK"",""FJI"",""GUM"",""IND"",""IDN"",""JPN"",""KIR"",""MYS"",""MDV"",""MHL"",""MMR"",""NCL"",""MNP"",""OMN"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,dendrum,133322,VU,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""FJI"",""IND"",""IDN"",""JPN"",""KIR"",""MYS"",""MHL"",""MMR"",""NCL"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,donei,133223,VU,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""FJI"",""IND"",""IDN"",""JPN"",""KIR"",""MYS"",""MHL"",""MMR"",""NCL"",""PLW"",""PNG"",""PHL"",""WSM"",""SLB"",""LKA"",""TWN"",""THA"",""TLS"",""TUV"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,globiceps,133387,VU,,,,"[""ASM"",""BRN"",""COK"",""FJI"",""PYF"",""GUM"",""IND"",""IDN"",""JPN"",""KIR"",""MYS"",""MHL"",""NIU"",""MNP"",""PLW"",""PNG"",""PHL"",""PCN"",""WSM"",""SLB"",""TLS"",""TON"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,horrida,133319,VU,,,,"[""ASM"",""AUS"",""BHR"",""IOT"",""BRN"",""KHM"",""COM"",""COK"",""DJI"",""EGY"",""FJI"",""PYF"",""ATF"",""IND"",""IDN"",""IRN"",""JPN"",""JOR"",""KEN"",""KIR"",""KWT"",""MDG"",""MYS"",""MDV"",""MHL"",""MUS"",""MYT"",""MOZ"",""MMR"",""NCL"",""NIU"",""OMN"",""PAK"",""PLW"",""PNG"",""PHL"",""QAT"",""REU"",""WSM"",""SAU"",""SYC"",""SLB"",""ZAF"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""ARE"",""TZA"",""UMI"",""VUT"",""VNM"",""YEM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,jacquelineae,133617,VU,,,,"[""ASM"",""BRN"",""IDN"",""MYS"",""PNG"",""PHL"",""WSM"",""SLB"",""TLS""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,listeri,132969,VU,,,,"[""ASM"",""AUS"",""BRN"",""KHM"",""CHL"",""EGY"",""FJI"",""GUM"",""IND"",""IDN"",""JPN"",""JOR"",""KIR"",""MYS"",""MHL"",""MUS"",""MMR"",""NCL"",""MNP"",""PLW"",""PNG"",""PHL"",""PCN"",""REU"",""WSM"",""SAU"",""SLB"",""LKA"",""SDN"",""TWN"",""THA"",""TLS"",""TON"",""TUV"",""UMI"",""VUT"",""VNM""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,lokani,133294,VU,,,,"[""ASM"",""AUS"",""BRN"",""FJI"",""IDN"",""MYS"",""NCL"",""PNG"",""PHL"",""WSM"",""SLB"",""TLS""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,microclados,133359,VU,,,,"[""ASM"",""AUS"",""IOT"",""BRN"",""KHM"",""CXR"",""COK"",""EGY"",""FJI"",""IDN"",""JPN"",""JOR"",""KIR"",""MYS"",""MHL"",""NCL"",""PLW"",""PNG"",""PHL"",""WSM"",""SAU"",""SLB"",""SDN"",""TWN"",""TLS"",""TUV"",""VUT"",""VNM""]"
