kingdom,phylum,class,order,family,genus,species,iucn_redlist_id,iucn_redlist_category,common_name_en,common_name_fr,common_name_sp,country_distribution
Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,cherrug,22696495,EN,Saker,"Faucon Sacre","Halcón Sacre","[""AFG"",""ARM"",""AUT"",""AZE"",""BHR"",""BLR"",""BTN"",""BIH"",""BGR"",""TCD"",""CHN"",""HRV"",""CZE"",""ERI"",""ETH"",""FRA"",""GEO"",""HUN"",""IND"",""IRQ"",""IRN"",""ISR"",""ITA"",""JOR"",""KAZ"",""KEN"",""KWT"",""KGZ"",""MLI"",""MRT"",""MCO"",""MNG"",""NPL"",""NER"",""PSE"",""PAK"",""POL"",""QAT"",""MDA"",""ROU"",""RUS"",""SVK"",""SDN"",""SYR"",""TJK"",""TUR"",""TKM"",""UKR"",""ARE"",""TZA"",""UZB""]"
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,22695180,EN,"Egyptian Eagle","Percnoptère D'égypte",Alimoche,"[""AFG"",""ALB"",""DZA"",""ARM"",""AZE"",""BEN"",""BGR"",""BFA"",""CMR"",""CPV"",""CAF"",""TCD"",""CHN"",""DJI"",""EGY"",""ERI"",""ETH"",""FRA"",""GMB"",""GEO"",""GHA"",""GRC"",""GIN"",""GNB"",""IND"",""IRQ"",""IRN"",""ISR"",""ITA"",""JOR"",""KAZ"",""KEN"",""KGZ"",""LBN"",""LBY"",""MLI"",""MRT"",""MAR"",""NPL"",""NER"",""NGA"",""PSE"",""OMN"",""PAK"",""PRT"",""SAU"",""SEN"",""ZAF"",""ESP"",""SDN"",""TJK"",""MKD"",""TGO"",""TUN"",""TUR"",""TKM"",""UGA"",""ARE"",""TZA"",""UZB"",""ESH"",""YEM""]"
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aegypius,monachus,22695231,NT,"Black Vulture","Vautour Moine","Buitre Negro","[""AFG"",""AND"",""ARM"",""AZE"",""BGD"",""BTN"",""BGR"",""KHM"",""CHN"",""FRA"",""GEO"",""GRC"",""IND"",""IRQ"",""IRN"",""ISR"",""ITA"",""JPN"",""KAZ"",""KWT"",""KGZ"",""LAO"",""LBN"",""MCO"",""MNG"",""MMR"",""NPL"",""PSE"",""PAK"",""PRT"",""KOR"",""RUS"",""SAU"",""ESP"",""CHE"",""TJK"",""THA"",""TUR"",""TKM"",""UKR"",""ARE"",""UZB"",""VNM""]"
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,22695174,NT,"Bearded Vulture","Gypaète Barbu",Quebrantahuesos,"[""AFG"",""DZA"",""AND"",""ARM"",""AUT"",""AZE"",""BTN"",""CHN"",""EGY"",""ERI"",""ETH"",""FRA"",""GEO"",""GRC"",""IND"",""IRQ"",""IRN"",""ITA"",""KAZ"",""KEN"",""KGZ"",""LSO"",""MNG"",""MAR"",""MMR"",""NPL"",""PAK"",""RUS"",""ZAF"",""ESP"",""SDN"",""CHE"",""TJK"",""TUR"",""TKM"",""UGA"",""TZA"",""UZB""]"
Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,22680358,VU,"Common Pochard","Fuligule Milouin","Porrón Europeo","[""AFG"",""ALB"",""DZA"",""ARM"",""AUT"",""AZE"",""BGD"",""BLR"",""BEL"",""BTN"",""BIH"",""BGR"",""CMR"",""TCD"",""CHN"",""HRV"",""CYP"",""CZE"",""COD"",""DNK"",""EGY"",""ERI"",""EST"",""ETH"",""FIN"",""FRA"",""GMB"",""GEO"",""DEU"",""GRC"",""GIN"",""GNB"",""HKG"",""HUN"",""IND"",""IRQ"",""IRL"",""IRN"",""IMN"",""ISR"",""ITA"",""JPN"",""JOR"",""KAZ"",""KEN"",""KWT"",""KGZ"",""LAO"",""LVA"",""LBN"",""LBY"",""LTU"",""LUX"",""MLI"",""MCO"",""MNG"",""MAR"",""MMR"",""NPL"",""NLD"",""NER"",""NGA"",""NOR"",""PSE"",""PAK"",""PHL"",""POL"",""PRT"",""KOR"",""MDA"",""ROU"",""RUS"",""SEN"",""SVK"",""SVN"",""ESP"",""SDN"",""SWE"",""CHE"",""SYR"",""TWN"",""TJK"",""THA"",""MKD"",""TUN"",""TUR"",""TKM"",""UGA"",""UKR"",""GBR"",""UZB"",""VNM""]"
Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Hyaena,hyaena,10274,NT,"Striped Hyaena","Hyène Rayée",,"[""AFG"",""DZA"",""ARM"",""AZE"",""BHR"",""BEN"",""BFA"",""CMR"",""TCD"",""CIV"",""DJI"",""EGY"",""ERI"",""ETH"",""GEO"",""GHA"",""IND"",""IRQ"",""IRN"",""ISR"",""JOR"",""KEN"",""KWT"",""LBN"",""LBY"",""MLI"",""MRT"",""MAR"",""NPL"",""NER"",""NGA"",""PSE"",""OMN"",""PAK"",""QAT"",""RUS"",""RWA"",""SAU"",""SEN"",""SDN"",""SYR"",""TJK"",""TGO"",""TUN"",""TKM"",""UGA"",""ARE"",""TZA"",""UZB"",""ESH""]"
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,lutra,12419,NT,"Common Otter","Loutre Commune",Nutria,"[""AFG"",""ALB"",""DZA"",""AND"",""ARM"",""AUT"",""AZE"",""BLR"",""BTN"",""BIH"",""BGR"",""KHM"",""CHN"",""HRV"",""CZE"",""PRK"",""DNK"",""EST"",""FIN"",""FRA"",""GEO"",""DEU"",""GIB"",""GRC"",""HKG"",""HUN"",""IND"",""IDN"",""IRQ"",""IRL"",""IRN"",""ISR"",""ITA"",""JPN"",""JOR"",""KAZ"",""KWT"",""KGZ"",""LAO"",""LVA"",""LBN"",""LTU"",""MCO"",""MNG"",""MAR"",""MMR"",""NPL"",""NLD"",""NOR"",""PSE"",""PAK"",""POL"",""PRT"",""KOR"",""MDA"",""ROU"",""RUS"",""SVK"",""SVN"",""ESP"",""LKA"",""SWE"",""SYR"",""TJK"",""THA"",""MKD"",""TUN"",""TUR"",""TKM"",""UKR"",""GBR"",""UZB"",""VNM""]"
Animalia,Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,schreibersii,81633057,NT,,,,"[""AFG"",""ALB"",""DZA"",""AND"",""ARM"",""AUS"",""AUT"",""AZE"",""BGD"",""BTN"",""BIH"",""BRN"",""BGR"",""KHM"",""CMR"",""CHN"",""HRV"",""CYP"",""CIV"",""PRK"",""FRA"",""GEO"",""GIB"",""GRC"",""GIN"",""HKG"",""HUN"",""IND"",""IDN"",""IRQ"",""IRN"",""ISR"",""ITA"",""JPN"",""JOR"",""KAZ"",""KGZ"",""LAO"",""LBN"",""LBR"",""LBY"",""MYS"",""MCO"",""MAR"",""MMR"",""NPL"",""NGA"",""PSE"",""PAK"",""PNG"",""PHL"",""POL"",""PRT"",""KOR"",""ROU"",""RUS"",""SLE"",""SVK"",""SVN"",""SLB"",""ESP"",""LKA"",""CHE"",""SYR"",""TWN"",""TJK"",""THA"",""MKD"",""TLS"",""TUN"",""TUR"",""TKM"",""GBR"",""UZB"",""VNM""]"
Animalia,Chordata,Mammalia,Cetartiodactyla,Bovidae,Ovis,orientalis,15739,VU,"Cyprian Wild Sheep","Mouflón De Chypre","Muflón De Chipre","[""AFG"",""ARM"",""AZE"",""IND"",""IRQ"",""IRN"",""KAZ"",""PAK"",""TJK"",""TKM"",""UZB""]"
Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,pardus,15954,VU,Leopard,Léopard,Leopardo,"[""AFG"",""AGO"",""ARM"",""AZE"",""BGD"",""BEN"",""BTN"",""BWA"",""BFA"",""KHM"",""CMR"",""CAF"",""TCD"",""CHN"",""CIV"",""COD"",""EGY"",""GNQ"",""ERI"",""ETH"",""GAB"",""GEO"",""GHA"",""GIN"",""GNB"",""IND"",""IDN"",""IRQ"",""IRN"",""KEN"",""LAO"",""LSO"",""LBR"",""MWI"",""MYS"",""MOZ"",""MMR"",""NAM"",""NPL"",""NER"",""NGA"",""OMN"",""PAK"",""COG"",""RUS"",""RWA"",""SAU"",""SEN"",""SLE"",""ZAF"",""LKA"",""SDN"",""SWZ"",""THA"",""TGO"",""TKM"",""UGA"",""TZA"",""VNM"",""ZMB"",""ZWE""]"
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Vormela,peregusna,29680,VU,"European Marbled Polecat","Putois Marbré","Turón Búlgaro","[""AFG"",""ALB"",""AZE"",""BGR"",""CHN"",""EGY"",""GEO"",""GRC"",""IRQ"",""IRN"",""ISR"",""JOR"",""KAZ"",""KGZ"",""LBN"",""MNG"",""PSE"",""PAK"",""ROU"",""RUS"",""SAU"",""SYR"",""TJK"",""MKD"",""TUR"",""TKM"",""UKR"",""UZB""]"
Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Cladocora,caespitosa,133142,EN,,,,"[""ALB"",""DZA"",""HRV"",""CYP"",""FRA"",""GIB"",""GRC"",""ITA"",""LBN"",""MCO"",""MAR"",""SVN"",""ESP"",""SYR"",""TUN"",""TUR"",""GBR""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Dipturus,batis,39397,CR,"Blue Skate",Flotte,Noriega,"[""ALB"",""DZA"",""BEL"",""HRV"",""DNK"",""FRO"",""FRA"",""GMB"",""DEU"",""GIB"",""GRC"",""ISL"",""IRL"",""IMN"",""ITA"",""MLT"",""MRT"",""MCO"",""MAR"",""NLD"",""NOR"",""PRT"",""SEN"",""SVN"",""ESP"",""SWE"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Glaucostegidae,Glaucostegus,cemiculus,63132,EN,"Blackchin Guitarfish","Guitarre De Mer Fouisseuse",Guitarra,"[""ALB"",""DZA"",""AGO"",""CMR"",""HRV"",""CIV"",""COD"",""EGY"",""GNQ"",""FRA"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GIN"",""GNB"",""ITA"",""LBN"",""LBR"",""LBY"",""MRT"",""MCO"",""MAR"",""NGA"",""PRT"",""COG"",""SEN"",""SLE"",""SVN"",""ESP"",""SYR"",""TGO"",""TUN"",""TUR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Lamniformes,Lamnidae,Isurus,oxyrinchus,39341,EN,"Atlantic Mako","Bleu Pointu",Atunero,"[""ALB"",""DZA"",""ASM"",""AGO"",""AIA"",""ATG"",""ABW"",""AUS"",""BHS"",""BGD"",""BRB"",""BLZ"",""BRA"",""IOT"",""VGB"",""BRN"",""KHM"",""CMR"",""CAN"",""CYM"",""CHL"",""CHN"",""CXR"",""CCK"",""COL"",""COM"",""COK"",""CRI"",""HRV"",""CUB"",""CYP"",""CIV"",""PRK"",""COD"",""DJI"",""DOM"",""ECU"",""EGY"",""SLV"",""GNQ"",""FSM"",""FJI"",""FRA"",""GUF"",""PYF"",""ATF"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GRD"",""GLP"",""GUM"",""GTM"",""GIN"",""GNB"",""GUY"",""HND"",""HKG"",""IND"",""IDN"",""IRL"",""IRN"",""IMN"",""ITA"",""JAM"",""JPN"",""JOR"",""KEN"",""KIR"",""LBN"",""LBR"",""LBY"",""MDG"",""MYS"",""MDV"",""MLT"",""MHL"",""MTQ"",""MRT"",""MUS"",""MYT"",""MEX"",""MCO"",""MAR"",""MOZ"",""MMR"",""NAM"",""NCL"",""NZL"",""NIC"",""NGA"",""NIU"",""NFK"",""MNP"",""NOR"",""OMN"",""PAK"",""PLW"",""PAN"",""PNG"",""PER"",""PHL"",""PCN"",""PRT"",""PRI"",""COG"",""KOR"",""RUS"",""REU"",""SHN"",""KNA"",""LCA"",""VCT"",""WSM"",""STP"",""SAU"",""SEN"",""SYC"",""SLE"",""SVN"",""SLB"",""ZAF"",""ESP"",""LKA"",""SDN"",""SUR"",""SYR"",""TWN"",""THA"",""TLS"",""TGO"",""TON"",""TTO"",""TUN"",""TUR"",""TCA"",""TUV"",""VIR"",""ARE"",""GBR"",""TZA"",""USA"",""UMI"",""URY"",""VUT"",""VEN"",""VNM"",""ESH"",""YEM""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,circularis,161464,EN,"Cuckoo Ray","Raie Circulaire","Raya Circular","[""ALB"",""DZA"",""HRV"",""EGY"",""FRO"",""FRA"",""GIB"",""GRC"",""ISL"",""IRL"",""ITA"",""LBY"",""MLT"",""MCO"",""MAR"",""NOR"",""PRT"",""SVN"",""ESP"",""SWE"",""TUN"",""GBR""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Mobulidae,Mobula,mobular,39418,EN,"Devil Fish","Diable De Mer Méditerranéen",Manta,"[""ALB"",""DZA"",""HRV"",""CYP"",""EGY"",""FRA"",""GIB"",""GRC"",""ITA"",""LBN"",""LBY"",""MLT"",""MCO"",""MAR"",""SVN"",""ESP"",""SYR"",""TUN"",""TUR"",""GBR""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,radula,161339,EN,"Rough Ray","Raie Râpe","Raya áspera","[""ALB"",""DZA"",""HRV"",""EGY"",""FRA"",""GIB"",""GRC"",""ITA"",""LBN"",""LBY"",""MCO"",""MAR"",""SVN"",""ESP"",""SYR"",""TUN"",""TUR"",""GBR""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,undulata,161425,EN,"Painted Ray","Raie Brunette","Raia Mosaico","[""ALB"",""DZA"",""HRV"",""FRA"",""GMB"",""GIB"",""GRC"",""IRL"",""ITA"",""LBN"",""LBY"",""MLT"",""MRT"",""MCO"",""MAR"",""PRT"",""SEN"",""SVN"",""ESP"",""TUN"",""TUR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Rhinopristiformes,Rhinobatidae,Rhinobatos,rhinobatos,63131,EN,"Common Guitarfish",Guitare,Guitarra,"[""ALB"",""DZA"",""AGO"",""CMR"",""HRV"",""CIV"",""COD"",""EGY"",""GNQ"",""FRA"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GIN"",""GNB"",""ITA"",""LBN"",""LBR"",""LBY"",""MRT"",""MCO"",""MAR"",""NGA"",""PRT"",""COG"",""SEN"",""SLE"",""SVN"",""ESP"",""SYR"",""TGO"",""TUN"",""TUR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Rostroraja,alba,61408,EN,"Bordered Ray",Blanquette,Cavach,"[""ALB"",""DZA"",""AGO"",""CMR"",""HRV"",""CIV"",""COD"",""GNQ"",""FRA"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GIN"",""GNB"",""IRL"",""ITA"",""LBR"",""LBY"",""MLT"",""MRT"",""MCO"",""MAR"",""MOZ"",""NAM"",""NGA"",""PRT"",""COG"",""SEN"",""SLE"",""SVN"",""ZAF"",""ESP"",""TGO"",""TUN"",""TUR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,brachyurus,41741,NT,"Black Tipped Whaler",Requin,Bacota,"[""ALB"",""DZA"",""ARG"",""AUS"",""BRA"",""CMR"",""CHL"",""CHN"",""HRV"",""CYP"",""PRK"",""EGY"",""GNQ"",""FRA"",""GAB"",""GIB"",""GRC"",""ITA"",""JPN"",""LBN"",""LBY"",""MLT"",""MRT"",""MEX"",""MCO"",""MAR"",""NAM"",""NZL"",""NGA"",""PER"",""PRT"",""KOR"",""RUS"",""STP"",""SEN"",""SVN"",""ZAF"",""ESP"",""SYR"",""TWN"",""TUN"",""TUR"",""GBR"",""USA"",""URY"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,3851,NT,"Black Fin Shark",,Balicero,"[""ALB"",""DZA"",""ASM"",""AIA"",""ATG"",""ABW"",""AUS"",""BHS"",""BHR"",""BGD"",""BRB"",""BLZ"",""BRA"",""VGB"",""BRN"",""KHM"",""CMR"",""CYM"",""CHN"",""COL"",""COM"",""CRI"",""HRV"",""CUB"",""CYP"",""CIV"",""COD"",""DJI"",""DOM"",""ECU"",""EGY"",""SLV"",""GNQ"",""FRA"",""GUF"",""PYF"",""ATF"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GRD"",""GLP"",""GTM"",""GIN"",""GNB"",""GUY"",""HND"",""HKG"",""IND"",""IDN"",""IRN"",""ITA"",""JAM"",""JOR"",""KEN"",""KWT"",""LBN"",""LBR"",""LBY"",""MDG"",""MYS"",""MLT"",""MTQ"",""MRT"",""MYT"",""MEX"",""MCO"",""MAR"",""MOZ"",""MMR"",""NCL"",""NIC"",""NGA"",""OMN"",""PAK"",""PAN"",""PNG"",""PER"",""PHL"",""PRT"",""PRI"",""QAT"",""COG"",""KNA"",""LCA"",""VCT"",""WSM"",""SAU"",""SEN"",""SYC"",""SLE"",""SVN"",""ZAF"",""ESP"",""LKA"",""SDN"",""SUR"",""SYR"",""TWN"",""THA"",""TLS"",""TGO"",""TTO"",""TUN"",""TUR"",""TCA"",""TUV"",""VIR"",""ARE"",""GBR"",""TZA"",""USA"",""UMI"",""VEN"",""VNM"",""ESH"",""YEM""]"
Animalia,Chordata,Chondrichthyes,Chimaeriformes,Chimaeridae,Chimaera,monstrosa,63114,NT,Chimaera,Cat,Borrico,"[""ALB"",""DZA"",""BEL"",""CYP"",""DNK"",""FRO"",""FRA"",""DEU"",""GIB"",""GRC"",""ISL"",""IRL"",""IMN"",""ITA"",""LBN"",""MLT"",""MCO"",""MAR"",""NLD"",""NOR"",""POL"",""PRT"",""ESP"",""SWE"",""TUN"",""TUR"",""GBR""]"
Animalia,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Heptranchias,perlo,41823,NT,,"Chien De Mer",Alcatriña,"[""ALB"",""DZA"",""AGO"",""ARG"",""AUS"",""BHS"",""BRA"",""CMR"",""CHL"",""CHN"",""COM"",""HRV"",""CUB"",""CIV"",""PRK"",""COD"",""GNQ"",""FRA"",""GUF"",""ATF"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GRD"",""GIN"",""GNB"",""GUY"",""IND"",""IDN"",""ITA"",""JPN"",""LBR"",""LBY"",""MDG"",""MLT"",""MRT"",""MYT"",""MEX"",""MCO"",""MAR"",""MOZ"",""NAM"",""NCL"",""NZL"",""NGA"",""PER"",""PHL"",""PRT"",""COG"",""VCT"",""STP"",""SEN"",""SYC"",""SLE"",""SVN"",""ZAF"",""ESP"",""SUR"",""TWN"",""TGO"",""TTO"",""TUN"",""GBR"",""USA"",""URY"",""VEN"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Hexanchus,griseus,10030,NT,"Atlantic Mud Shark",Arbano,Albafara,"[""ALB"",""DZA"",""AGO"",""ARG"",""AUS"",""BHS"",""BEL"",""BRA"",""CAN"",""CHL"",""CHN"",""COL"",""COM"",""CRI"",""HRV"",""COD"",""DNK"",""EGY"",""FRA"",""ATF"",""GAB"",""DEU"",""GIB"",""GRC"",""IDN"",""IRL"",""IMN"",""ITA"",""JPN"",""LBY"",""MLT"",""MRT"",""MYT"",""MEX"",""MCO"",""MAR"",""MOZ"",""NAM"",""NLD"",""NZL"",""NIC"",""NOR"",""PAN"",""PRT"",""COG"",""SHN"",""SYC"",""SVN"",""ZAF"",""ESP"",""SWE"",""TWN"",""TUN"",""TUR"",""GBR"",""USA"",""URY"",""VEN"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Leptochariidae,Leptocharias,smithii,39350,NT,"Barbeled Houndshark","Chien De Mer Roux",Gallo,"[""ALB"",""DZA"",""AGO"",""CMR"",""CYP"",""CIV"",""COD"",""EGY"",""GNQ"",""FRA"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GIN"",""GNB"",""ITA"",""LBN"",""LBR"",""LBY"",""MLT"",""MRT"",""MCO"",""MAR"",""NAM"",""NGA"",""PRT"",""COG"",""STP"",""SEN"",""SLE"",""ESP"",""SYR"",""TGO"",""TUN"",""TUR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Prionace,glauca,39381,NT,"Blue Shark",Bleu,Aquella,"[""ALB"",""DZA"",""ASM"",""AGO"",""AIA"",""ATG"",""ARG"",""ABW"",""AUS"",""BHS"",""BGD"",""BRB"",""BLZ"",""BRA"",""IOT"",""VGB"",""BRN"",""KHM"",""CMR"",""CAN"",""CYM"",""CHL"",""CHN"",""CXR"",""CCK"",""COL"",""COM"",""COK"",""CRI"",""HRV"",""CUB"",""CIV"",""COD"",""DJI"",""DOM"",""ECU"",""EGY"",""SLV"",""GNQ"",""FLK"",""FSM"",""FJI"",""FRA"",""GUF"",""PYF"",""ATF"",""GAB"",""GMB"",""DEU"",""GHA"",""GIB"",""GRC"",""GRD"",""GLP"",""GUM"",""GTM"",""GIN"",""GNB"",""GUY"",""HND"",""HKG"",""IND"",""IDN"",""IRL"",""IRN"",""IMN"",""ITA"",""JAM"",""JPN"",""KEN"",""KIR"",""LBN"",""LBR"",""LBY"",""MDG"",""MYS"",""MDV"",""MLT"",""MHL"",""MTQ"",""MRT"",""MUS"",""MYT"",""MEX"",""MCO"",""MAR"",""MOZ"",""MMR"",""NAM"",""NLD"",""NCL"",""NZL"",""NIC"",""NGA"",""NIU"",""NFK"",""MNP"",""NOR"",""OMN"",""PAK"",""PLW"",""PAN"",""PNG"",""PER"",""PHL"",""PCN"",""PRT"",""PRI"",""COG"",""RUS"",""REU"",""SHN"",""KNA"",""LCA"",""VCT"",""SPM"",""WSM"",""STP"",""SEN"",""SYC"",""SLE"",""SVN"",""SLB"",""ZAF"",""ESP"",""LKA"",""SUR"",""TWN"",""THA"",""TLS"",""TGO"",""TON"",""TTO"",""TUN"",""TCA"",""TUV"",""VIR"",""ARE"",""GBR"",""TZA"",""USA"",""UMI"",""URY"",""VUT"",""VEN"",""VNM"",""ESH"",""YEM""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,asterias,63120,NT,"Atlantic Starry Skate","Raie ètoilée","Raia Estrellada","[""ALB"",""DZA"",""HRV"",""CYP"",""EGY"",""FRA"",""GIB"",""GRC"",""ITA"",""LBN"",""LBY"",""MLT"",""MCO"",""MAR"",""PRT"",""ESP"",""SYR"",""TUN"",""TUR"",""GBR""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,clavata,39399,NT,"Maiden Ray",Clavelade,Arraizabala,"[""ALB"",""DZA"",""AGO"",""BEL"",""BGR"",""CMR"",""HRV"",""CYP"",""CIV"",""COD"",""DNK"",""EGY"",""GNQ"",""FRO"",""FRA"",""GAB"",""GMB"",""DEU"",""GHA"",""GIB"",""GRC"",""GIN"",""GNB"",""ISL"",""IRL"",""IMN"",""ITA"",""LBN"",""LBR"",""LBY"",""MDG"",""MLT"",""MRT"",""MUS"",""MCO"",""MAR"",""NAM"",""NLD"",""NGA"",""NOR"",""PRT"",""COG"",""ROU"",""STP"",""SEN"",""SLE"",""SVN"",""ZAF"",""ESP"",""SWE"",""SYR"",""TGO"",""TUN"",""TUR"",""UKR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Rajiformes,Rhinopteridae,Rhinoptera,marginata,161463,NT,"Lusitanian Cownose Ray","Aigle De Mer",Arzobispo,"[""ALB"",""DZA"",""CMR"",""CIV"",""COD"",""EGY"",""GNQ"",""FRA"",""GAB"",""GMB"",""GHA"",""GIB"",""GRC"",""GIN"",""GNB"",""ITA"",""LBN"",""LBR"",""LBY"",""MRT"",""MCO"",""MAR"",""NGA"",""PRT"",""COG"",""SEN"",""SLE"",""ESP"",""SYR"",""TGO"",""TUN"",""TUR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,stellaris,161484,NT,"Bull Huss","Chat Rochier",Alitán,"[""ALB"",""DZA"",""BEL"",""CMR"",""HRV"",""CYP"",""CIV"",""COD"",""DNK"",""EGY"",""GNQ"",""FRA"",""GAB"",""GMB"",""DEU"",""GHA"",""GIB"",""GRC"",""GIN"",""GNB"",""IRL"",""IMN"",""ITA"",""LBN"",""LBR"",""LBY"",""MLT"",""MRT"",""MCO"",""MAR"",""NLD"",""NGA"",""NOR"",""PRT"",""COG"",""STP"",""SEN"",""SLE"",""SVN"",""ESP"",""SWE"",""SYR"",""TGO"",""TUN"",""TUR"",""GBR"",""ESH""]"
Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,vulpinus,39339,VU,"Atlantic Thresher",Faux,Azotador,"[""ALB"",""DZA"",""ASM"",""AGO"",""AIA"",""ATG"",""ARG"",""ABW"",""AUS"",""BHS"",""BGD"",""BRB"",""BEL"",""BLZ"",""BRA"",""IOT"",""VGB"",""BRN"",""BGR"",""KHM"",""CMR"",""CAN"",""CYM"",""CHL"",""CHN"",""CXR"",""CCK"",""COL"",""COM"",""COK"",""CRI"",""HRV"",""CUB"",""CYP"",""CIV"",""PRK"",""COD"",""DNK"",""DJI"",""DOM"",""ECU"",""EGY"",""SLV"",""GNQ"",""FLK"",""FSM"",""FJI"",""FRA"",""GUF"",""PYF"",""ATF"",""GAB"",""GMB"",""GEO"",""DEU"",""GHA"",""GIB"",""GRC"",""GRD"",""GLP"",""GUM"",""GTM"",""GIN"",""GNB"",""GUY"",""HND"",""HKG"",""IND"",""IDN"",""IRL"",""IRN"",""IMN"",""ITA"",""JAM"",""JPN"",""KEN"",""KIR"",""LBN"",""LBR"",""LBY"",""MDG"",""MYS"",""MDV"",""MLT"",""MHL"",""MTQ"",""MRT"",""MUS"",""MYT"",""MEX"",""MCO"",""MAR"",""MOZ"",""MMR"",""NAM"",""NLD"",""NCL"",""NZL"",""NIC"",""NGA"",""NIU"",""NFK"",""MNP"",""NOR"",""OMN"",""PAK"",""PLW"",""PAN"",""PNG"",""PER"",""PHL"",""PCN"",""PRT"",""PRI"",""COG"",""KOR"",""ROU"",""RUS"",""REU"",""SHN"",""KNA"",""LCA"",""VCT"",""SPM"",""WSM"",""STP"",""SEN"",""SYC"",""SLE"",""SVN"",""SLB"",""ZAF"",""ESP"",""LKA"",""SUR"",""SWE"",""SYR"",""TWN"",""THA"",""TLS"",""TGO"",""TON"",""TTO"",""TUN"",""TUR"",""TCA"",""TUV"",""VIR"",""UKR"",""ARE"",""GBR"",""TZA"",""USA"",""UMI"",""URY"",""VUT"",""VEN"",""VNM"",""ESH"",""YEM""]"
