col_id,vernacular_names_eng,vernacular_names_spa,vernacular_names_por,vernacular_names_fra,vernacular_names_rus,vernacular_names_deu,vernacular_names_ita,vernacular_names_jpn,vernacular_names_zho,vernacular_names_kor
6QGY9,Scimitar-winged Piha,Guardabosques alicurvo,guarda-bosques-d'asa-curva,Piauhau à faucilles,,,,,,
CSHMQ,Grey-winged Cotinga,Cotinga aligrís,cotinga-d'asa-cinzenta,"Cotinga à ailes grises, Piauhau à ailes grises",,,,,,
6QGXZ,Dusky Piha,Guardabosques oscuro,guarda-bosques-escuro,Piauhau sombre,,,,,,
CSHMP,Black-and-gold Cotinga,Cotinga negro,cotinga-d'asa-amarela,"Cotinga noir, Piauhau noir",,,,,,
6QGXX,Rufous Piha,Guardabosques rojizo,guarda-bosques-ruivo,Piauhau roux,,,,,,
6QH9Z,Cinnamon-vented Piha,Guardabosques lanioide,guarda-bosques-carioca,Piauhau à tête grise,,,,,,
72GXZ,Rose-collared Piha,Guardabosques acollarado,guarda-bosques-de-colar-rosa,Piauhau à collier,,,,,,
77KML,Orange-breasted Fruiteater,Frutero pechinaranja,fruteiro-de-peito-laranja,Cotinga jucunda,,,,,,
77KMN,Masked Fruiteater,Frutero enmascarado,fruteiro-mascarado,Cotinga masqué,,,,,,
6VKMN,Black-chested Fruiteater,Frutero pechinegro,fruteiro-de-peito-preto,Cotinga de Lubomirsk,,,,,,
6VKML,Band-tailed Fruiteater,Frutero colifajado,fruteiro-de-cauda-bandada,Cotinga à queue rayée,,,,,,
6VKN2,Red-banded Fruiteater,Frutero degollado,fruteiro-de-colar-vermelho,Cotinga cordon-rouge,,,,,,
6VKMQ,Green-and-black Fruiteater,Frutero verdinegro,fruteiro-verde-e-preto,Cotinga vert et noir,,,,,,
6VKMJ,Golden-breasted Fruiteater,Frutero pechidorado,fruteiro-de-peito-dourado,Cotinga à poitrine d'or,,,,,,
77KMK,Barred Fruiteater,Frutero barrado,fruteiro-barrado,Cotinga barré,,,,,,
77KMM,Scarlet-breasted Fruiteater,Frutero pechirrojo sureño,fruteiro-de-peito-vermelho,Cotinga chevalier,,,,,,
77KMJ,Fiery-throated Fruiteater,Frutero gorjirrojo,fruteiro-de-garganta-flamejante,Cotinga à gorge rouge,,,,,,
6VKMM,Handsome Fruiteater,Frutero hermoso,fruteiro-formoso,Cotinga magnifique,,,,,,
4TQLN,Guianan Cock-of-the-rock,Gallito de las rocas guayanés,galo-das-rochas-guianense,Coq-de-roche orange,,,,,,
4XTS9,Red-breasted Nuthatch,Sita canadiense,,sittelle à poitrine rousse,,,,,,
4TQLL,Andean Cock-of-the-rock,Gallito de las rocas peruano,galo-das-rochas-andino,Coq-de-roche péruvien,,,,,,
4R6HM,Purple-throated Fruitcrow,Cotinga quérula,cotinga-de-barba-púrpura,Coracine noire,,,,,,
5CFLS,White-tailed Cotinga,Cotinga coliblanco,cotinga-de-cauda-branca,Cotinga à queue blanche,,,,,,
5CFLR,White-winged Cotinga,Cotinga aliblanco,cotinga-d'asa-branca,Cotinga porphyrion,,,,,,
5CFLT,Pompadour Cotinga,Cotinga Pompadour,cotinga-pompadour,Cotinga pompadour,,,,,,
4MNX5,Bearded Bellbird,Campanero barbudo,ave-sino-barbuda,Araponga barbu,,,,,,
4MNX4,White Bellbird,Campanero blanco,ave-sino-branca,Araponga blanc,,,,,,
4MNX6,Bare-throated Bellbird,Campanero meridional,ave-sino-meridional,Araponga à gorge nue,,,,,,
4MNX7,Three-wattled Bellbird,Campanero tricarunculado,ave-sino-de-três-barbilhos,Araponga tricaronculé,,,,,,
4LZ78,Purple-throated Cotinga,Cotinga gorjimorado,cotinga-de-garganta-violeta,Cotinga à gorge mauve,,,,,,
6WQKR,Red-ruffed Fruitcrow,Yacutoro,cotinga-de-barba-vermelha,Coracine ignite,,,,,,
6Z62D,Olivaceous Piha,Guardabosques oliváceo,guarda-bosques-oliváceo,Cotinga olivâtre,,,,,,
6YTQJ,Grey-tailed Piha,Guardabosques coligrís,guarda-bosques-de-cauda-cinzenta,Cotinga à queue grise,,,,,,
7GCX7,White-cheeked Cotinga,Cotinga cariblanco,cotinga-de-faces-brancas,Cotinga à joues blanches,,,,,,
69PJT,Pygmy Drongo,,,,,,,,,
6CTRR,Ashy Drongo,,,,,,,,,
6D5RR,Square-tailed Drongo,,,,,,,,,
6D65F,Greater Racket-tailed Drongo,,,,,,,,,
6D5TF,Sulawesi Drongo,,,,,,,,,
CNMYJ,Dwarf Cuckoo,Cuclillo enano,"cuco-anão, papa-lagarta-de-papo-ferrugem",Piaye nain,,,,,,
CNMY9,Ash-colored Cuckoo,Cuclillo ceniciento,"cuco-cinzento, papa-lagarta-cinzento",Piaye cendré,,,,,,
CNMYB,Little Cuckoo,Cuco ardilla menor,"chincoã-pequeno, cuco-miador-pequeno",Petit Piaye,,,,,,
6MRN7,,,,,,,,ケブカクボミオウギガニ (kebukakubomiougigani),,
6WBDQ,,,,,,,,エリアシアワツブガニ (eriashiawatsubugani),,
3YMSV,,,,,,,,スエヒロガニ (suehirogani),,
3DFF7,,,,,,,,ヒメシンオウギガニ (himeshin'ougigani),,
6HLQ3,,,,,,,,シンオウギガニ (shin'ougigani),,
3BLZH,,,,,,,,ヒメヒヅメガニ (himehidzumegani),,
3BM22,,,,,,,,ノコギリヒヅメガニ (nokogirihidzumegani),,
3BLZB,,,,,,,,ヒメヒヅメガニモドキ (himehidzumeganimodoki),,
3BLZ7,,,,,,,,トガリヒヅメガニ (togarihidzumegani),,
3BLZN,smooth spooner,,,,,,,ヒヅメガニ (hidzumegani),,
3BLZF,,,,,,,,デマンヒヅメガニ (demanhidzumegani),,
3BLZG,,,,,,,,アカヒヅメガニ (akahidzumegani),,
3BLZZ,splendid pebble crab,,,,,,,オオアカヒヅメガニ (ooakahidzumegani),,
3BLZW,,,,,,,,タマヒヅメガニ (tamahidzumegani),,
4XTSQ,Western Rock Nuthatch,,,,,,,,,
72HV9,,,,,,,,フタバヒラオウギガニ (futabahiraougigani),,
64R5C,,,,,,,,オガサワラベニオウギガニ (ogasawarabeniougigani),,
652TC,,,,,,,,チリメンベニオウギガニ (chirimenbeniougigani),,
6TPKG,longarm coral crab,,,,,,,,,
CPF93,Yellow-billed Malkoha,Malcoha de Célebes,malcoa-de-bico-amarelo,Malcoha à bec peint,,,,,,
BXWCS,true hoppers,,,,,,,,,
CM65N,treehoppers,,,,,,,,,
BXVWW,leafhoppers,,,,,,,,,
9FZZK,"cicada, cicada, cicada, cicada, cicada, cicada, harvestfly, harvestfly, harvestfly, harvestfly, harvestfly, harvestfly, locust, locust, locust, locust, locust, locust",,,"cigale, cigale, cigale, cigale, cigale, cigale",,,,,,
BXYDN,green rice leafhopper,,,,,,,,,
9GY6,lantana treehopper,,,,,,,,,
4PHVZ,Mountain Parakeet,Catita frentidorada,periquito-da-cordilheira,Toui à bandeau jaune,,,,,,
C3KM3,"Gray-hooded Parakeet, Grey-hooded Parakeet",Catita aimará,periquito-da-serra,Toui aymara,,,,,,
58MHY,Blue-bellied Parrot,Loro ventriazul,sabiá-cica,Crick à ventre bleu,,,,,,
74YHT,Red-bellied Macaw,Guacamayo ventrirrojo,maracanã-do-buriti,Ara macavouanne,,,,,,
6W8X2,Blue-headed Macaw,Guacamayo cabeciazul,maracanã-de-cabeça-azul,Ara de Coulon,,,,,,
4MCDF,Blue-winged Macaw,Guacamayo maracaná,maracanã,Ara d'Illiger,,,,,,
4MCDD,"Golden-collared Macaw, Yellow-collared Macaw",Guacamayo acollarado,maracanã-de-colar,Ara à collier jaune,,,,,,
6D6ZM,"Northern Red-shouldered Macaw, Red-shouldered Macaw",Guacamayo noble norteño,maracanã-pequena,Ara noble,,,,,,
3HJJM,Golden Parakeet,Aratinga guaruba,ararajuba,Conure dorée,,,,,,
34YK2,Red-fan Parrot,Loro cacique,anacã,Papegeai maillé,,,,,,
CKF3,"Yellow-headed Amazon, Yellow-headed Parrot","Amazona cabecigualda, Loro cabeza amarilla",papagaio-de-cabeça-amarela,Amazone à tête jaune,,,,,,
65ZS9,"Yellow-naped Amazon, Yellow-naped Parrot","Amazona nuquigualda, Loro nuca amarilla",papagaio-de-nuca-amarela,Amazone à nuque d'or,,,,,,
65ZTL,"Kawall's Amazon, Kawall's Parrot, White-cheeked Amazon, White-faced Amazon",Amazona de Kawall,papagaio-dos-garbes,Amazone de Kawall,,,,,,
5TZTL,"Imperial Amazon, Imperial Parrot",Amazona imperial,papagaio-imperial,Amazone impériale,,,,,,
65ZSD,"St Vincent Amazon, St. Vincent Amazon, St. Vincent Parrot",Amazona de San Vicente,papagaio-de-são-vicente,Amazone de Saint-Vincent,,,,,,
5TZSF,Diademed Amazon,Amazona diadema,papagaio-diadema,Amazone à diadème,,,,,,
CKF8,"St Lucia Amazon, St. Lucia Amazon, St. Lucia Parrot",Amazona de Santa Lucía,papagaio-de-santa-lúcia,Amazone de Sainte-Lucie,,,,,,
CKF9,"Vinaceous-breasted Amazon, Vinaceous-breasted Parrot",Amazona vinosa,papagaio-de-peito-roxo,Amazone vineuse,,,,,,
CKF4,"Red-spectacled Amazon, Red-spectacled Parrot",,,,,,,,,
CKF7,"Hispaniolan Amazon, Hispaniolan Parrot",Amazona de La Española,papagaio-de-hispaniola,Amazone d'Hispaniola,,,,,,
5TZTP,"Red-crowned Amazon, Red-crowned Parrot","Amazona tamaulipeca, Loro tamaulipeco","papagaio-de-coroa-vermelha, papagaio-de-face-verde",Amazone à joues vertes,,,,,,
CKFB,"Puerto Rican Amazon, Puerto Rican Parrot",Amazona puertorriqueña,papagaio-de-porto-rico?,Amazone de Porto Rico,,,,,,
CKF6,"Tucuman Amazon, Tucuman Parrot",Amazona tucumana,papagaio-tucuma,Amazone de Tucuman,,,,,,
5TZSD,"Lilac-crowned Amazon, Lilac-crowned Parrot","Amazona guayabera, Loro corona lila",papagaio-de-finsch,Amazone à couronne lilas,,,,,,
CKFC,"Yellow-lored Amazon, Yellow-lored Parrot, Yucatan Amazon","Amazona yucateca, Loro yucateco",papagaio-de-iucatã,Amazone du Yucatan,,,,,,
CKF5,"Red-browed Amazon, Red-browed Parrot",Amazona coronirroja,chauá,Amazone à sourcils rouges,,,,,,
5TZSG,"Mealy Amazon, Mealy Parrot, Southern Mealy Amazon","Amazona harinosa sureña, Loro corona azul",papagaio-moleiro,Amazone poudrée,,,,,,
65ZSF,"Blue-cheeked Amazon, Blue-cheeked Parrot",Amazona cariazul,papagaio-de-bochecha-azul,Amazone de Dufresne,,,,,,
65ZSC,"Yellow-billed Amazon, Yellow-billed Parrot",Amazona jamaicana piquiclara,papagaio-da-jamaica,Amazone sasabé,,,,,,
5TZSC,"Red-tailed Amazon, Red-tailed Parrot",Amazona colirroja,papagaio-de-cara-roxa,Amazone à joues bleues,,,,,,
65ZSG,"Festive Amazon, Festive Parrot, Southern Festive Amazon",Amazona festiva sureña,papagaio-da-várzea,Amazone tavoua,,,,,,
5TZTJ,"Bahaman Parrot, Cuban Amazon, Cuban Parrot",Amazona cubana,papagaio-de-cuba,Amazone de Cuba,,,,,,
CKF2,"Yellow-crowned Amazon, Yellow-crowned Parrot",Amazona real,papagaio-campeiro,Amazone à front jaune,,,,,,
65ZTJ,"Scaly-naped Amazon, Scaly-naped Parrot",Amazona mercenaria,papagaio-de-pescoço-escamoso,Amazone mercenaire,,,,,,
6CTTF,Velvet-mantled Drongo,,,,,,,,,
65ZSB,"Yellow-shouldered Amazon, Yellow-shouldered Parrot",Amazona de hombro gualda,papagaio-de-cabeça-branca,Amazone à épaulettes jaunes,,,,,,
5TZSB,"Red-lored Amazon, Red-lored Parrot","Amazona frentirroja, Loro cachete amarillo","papagaio-cavacué, papagaio-diadema",Amazone à lores rouges,,,,,,
65ZRX,"Red-necked Amazon, Red-necked Parrot",Amazona gorjirroja,papagaio-de-colar-vermelho,Amazone de Bouquet,,,,,,
5TZS9,"Orange-winged Amazon, Orange-winged Parrot",Amazona alinaranja,curica,Amazone aourou,,,,,,
5TZRX,"White-fronted Amazon, White-fronted Parrot","Amazona frentialba, Loro frente blanca",papagaio-de-testa-branca,Amazone à front blanc,,,,,,
65ZS8,"Black-billed Amazon, Black-billed Parrot",Amazona jamaicana piquioscura,papagaio-de-bico-preto,Amazone verte,,,,,,
65ZRW,"Turquoise-fronted Amazon, Turquoise-fronted Parrot",Amazona frentiazul,papagaio,Amazone à front bleu,,,,,,
4J2SB,"Pileated Parrot, Red-capped Parrot",Lorito pileado,cuiú-cuiú,Caïque mitré,,,,,,
3JKGK,Black-winged Parrot,Lorito alinegro,,Caïque à ailes noires,,,,,,
3JKGH,Rusty-faced Parrot,Lorito amazonino,,Caïque à face rousse,,,,,,
3JKGL,Red-faced Parrot,Lorito ecuatoriano,,Caïque de Salvin,,,,,,
3JKGJ,"Fuertes's Parrot, Indigo-winged Parrot",Lorito de Fuertes,,Caïque de Fuertes,,,,,,
4J2RT,Black-headed Parrot,Lorito chirlecrés,marianinha-de-cabeça-preta,Maïpouri à tête noire,,,,,,
4J2RS,"Green-thighed Parrot, White-bellied Parrot",Lorito rubio oriental,marianinha-de-cabeça-amarela,Maïpouri à ventre blanc,,,,,,
6KSXR,Short-tailed Parrot,Lorito colicorto,curica-verde,Caïque à queue courte,,,,,,
4J2VL,Dusky Parrot,Loro morado,maitaca-roxa,Pione violette,,,,,,
4J2VP,White-crowned Parrot,"Loro corona blanca, Loro senil",curica-de-testa-branca,Pione à couronne blanche,,,,,,
4J2VK,Bronze-winged Parrot,Loro alibronceado,curica-asa-de-bronze,Pione noire,,,,,,
4J2VS,"Plum-crowned Parrot, Speckle-faced Parrot",Loro tumultuoso,curica-de-cara-manchada,Pione pailletée,,,,,,
4J2VM,Scaly-headed Parrot,Loro choclero,maitaca,Pione de Maximilien,,,,,,
4J2VR,Red-billed Parrot,Loro piquirrojo,curica-de-bico-vermelho,Pione à bec rouge,,,,,,
4J2VN,Blue-headed Parrot,Loro cabeciazul,maitaca-de-cabeça-azul,Pione à tête bleue,,,,,,
4J2VQ,White-capped Parrot,Loro seniloide,,Pione givrée,,,,,,
45MP2,"Amazonian Parrotlet, Manu Parrotlet",Cotorrita amazónica,periquito-da-amazônia,Toui de D'Achille,,,,,,
45MP3,Tepui Parrotlet,Cotorrita de tepuy,periquito-dos-tepuis,Toui des tépuis,,,,,,
57KGM,Spot-winged Parrotlet,Cotorrita alipinta,,Toui tacheté,,,,,,
7CJXL,Blue-fronted Parrotlet,Cotorrita cariazul,,Toui à front bleu,,,,,,
57KGB,Lilac-tailed Parrotlet,Cotorrita sietecolores,,Toui à sept couleurs,,,,,,
57KGH,Brown-backed Parrotlet,Cotorrita dorsinegra,apuim-de-costas-pretas,Toui à dos noir,,,,,,
57KGD,Red-fronted Parrotlet,Cotorrita costarricense,,Toui du Costa Rica,,,,,,
57KGQ,Golden-tailed Parrotlet,Cotorrita sorda,apuim-de-cauda-amarela,Toui à queue d'or,,,,,,
57KGL,Sapphire-rumped Parrotlet,Cotorrita purpurada,apuim-de-costas-azuis,Toui à queue pourprée,,,,,,
57KGG,Scarlet-shouldered Parrotlet,Cotorrita alirroja,apuim-de-asa-vermelha,Toui de Huet,,,,,,
6JJCG,Mexican Parrotlet,"Cotorrita mexicana, Perico catarina",tuim-mexicano,Toui du Mexique,,,,,,
6JJCL,Green-rumped Parrotlet,Cotorrita culiverde,tuim-santo,Toui été,,,,,,
C3D7Z,Turquoise-winged Parrotlet,Cotorrita aliturquesa,,Toui de Spengel,,,,,,
C3D7W,"Large-billed Parrotlet, Riparian Parrotlet",,,Toui à gros bec,,,,,,
6JJB2,Pacific Parrotlet,Cotorrita de Piura,tuim-peruano,Toui céleste,,,,,,
6JJCH,Spectacled Parrotlet,Cotorrita de anteojos,tuim-da-colômbia,Toui à lunettes,,,,,,
6JJCF,Dusky-billed Parrotlet,Cotorrita de Sclater,tuim-de-bico-escuro-do-norte,Toui de Sclater,,,,,,
6JJCD,"Blue-winged Parrotlet, Cobalt-rumped Parrotlet",Cotorrita aliazul,tuim,Toui de Spix,,,,,,
6JJCJ,Yellow-faced Parrotlet,Cotorrita carigualda,tuim-de-cabeça-amarela,Toui à tête jaune,,,,,,
5X2WK,"Canary-winged Parakeet, White-winged Parakeet",Catita versicolor,periquito-da-campina,Toui à ailes variées,,,,,,
5WR9F,Yellow-chevroned Parakeet,Catita chirirí,periquito-de-encontro-amarelo,Toui à ailes jaunes,,,,,,
692XF,"Gray-cheeked Parakeet, Grey-cheeked Parakeet",Catita macareña,periquito-de-bochecha-cinza,Toui flamboyant,,,,,,
5X2XF,Golden-winged Parakeet,Catita alidorada,periquito-de-asa-dourada,Toui para,,,,,,
68R9F,Orange-chinned Parakeet,"Catita churica, Perico ala amarilla",periquito-de-queixo-laranja,Toui à menton d'or,,,,,,
5WR8K,Plain Parakeet,Catita tirica,periquito-verde,Toui tirica,,,,,,
5WQWK,Tui Parakeet,Catita frentigualda,periquito-testinha,Toui à front d'or,,,,,,
75PKF,black coral crab,,,,,,,,,
68QXF,Cobalt-winged Parakeet,Catita aliazul,periquito-de-asa-azul,Toui de Deville,,,,,,
4532G,Cliff Parakeet,Cotorra boliviana,,Perriche des falaises,,,,,,
4532H,Monk Parakeet,Cotorra argentina,caturrita,Perriche veuve,,,,,,
6F9ZF,Slender-billed Parakeet,Cotorra choroy,,Conure à long bec,,,,,,
6F9ZK,Austral Parakeet,Cotorra cachaña,periquito-austral,Conure magellanique,,,,,,
MBNX,Andean Parakeet,Catita andina,periquito-andino,Toui de d'Orbigny,,,,,,
MBNV,Rufous-fronted Parakeet,Catita frentirrufa,periquito-tolima,Toui à front roux,,,,,,
MBNW,Barred Parakeet,"Catita barrada, Perico barrado",periquito-catarina,Toui catherine,,,,,,
G65Z,Sun Parakeet,Aratinga sol,jandaia-amarela,Conure soleil,,,,,,
G65Q,Jandaya Parakeet,Aratinga jandaya,jandaia,Conure jandaya,,,,,,
C444W,Sulphur-breasted Parakeet,Aratinga pechisulfúrea,cacaué,Conure de Pinto,,,,,,
C444Y,Nanday Parakeet,Aratinga ñanday,"periquito-de-cabeça-preta, periquito-nandaí",Conure nanday,,,,,,
G65D,Golden-capped Parakeet,Aratinga testadorada,jandaia-de-testa-vermelha,Conure à tête d'or,,,,,,
G665,Dusky-headed Parakeet,Aratinga cabecifusca,periquito-de-cabeça-suja,Conure de Weddell,,,,,,
32NN5,"Burrowing Parakeet, Burrowing Parrot",Loro barranquero,periquito-das-barreiras,Conure de Patagonie,,,,,,
6PHZT,Golden-plumed Parakeet,Aratinga de pinceles,papagaio-de-bochechas-douradas,Conure à pinceaux d'or,,,,,,
4QW4B,Santa Marta Parakeet,Cotorra de Santa Marta,,Conure des Santa Marta,,,,,,
4QW48,Black-capped Parakeet,Cotorra capirotada,tiriba-rupestre,Conure à cape noire,,,,,,
4QW46,"Rose-crowned Parakeet, Rose-headed Parakeet",Cotorra coronirroja,tiriba-cabeça-rosa,Conure tête-de-feu,,,,,,
4QW3V,Pearly Parakeet,Cotorra pulcra,tiriba-pérola,Conure perlée,,,,,,
4QW3S,"Blood-eared Parakeet, Red-eared Parakeet",Cotorra colirroja,tiriba-de-orelha-vermelha,Conure à oreillons,,,,,,
4QW3Z,El Oro Parakeet,Cotorra de El Oro,tiriba-do-el-oro,Conure d'Orcés,,,,,,
4QW44,"Goias Parakeet, Pfrimer's Parakeet",Cotorra de Goiás,tiriba-de-pfrimer,Conure de Pfrimer,,,,,,
4QW3Q,Venezuelan Parakeet,Cotorra de Emma,,Conure d'Emma,,,,,,
4QW3M,Blaze-winged Parakeet,Cotorra de Deville,tiriba-fogo,Conure de Deville,,,,,,
4QW3L,Ochre-marked Parakeet,Cotorra tiriba,tiriba-grande,Conure tiriba,,,,,,
4QW3N,Fiery-shouldered Parakeet,Cotorra egregia,tiriba-de-cauda-roxa,Conure aile-de-feu,,,,,,
4QW3K,"Brown-breasted Parakeet, Flame-winged Parakeet",Cotorra pechiparda,tiriba-de-peito-marron,Conure à poitrine brune,,,,,,
4QW3G,"White-breasted Parakeet, White-necked Parakeet",Cotorra cuelliblanca,tiriba-do-pescoço-branco,Conure à col blanc,,,,,,
4QW3T,Sulphur-winged Parakeet,Cotorra catana,tiriba-de-asa-amarelada,Conure de Hoffmann,,,,,,
4QW3W,"Maroon-faced Parakeet, White-eared Parakeet",Cotorra orejiblanca,tiriba-de-orelha-branca,Conure leucotique,,,,,,
4QW3R,"Maroon-bellied Parakeet, Reddish-bellied Parakeet",Cotorra chiripepé,tiriba,Conure de Vieillot,,,,,,
4QW3Y,Green-cheeked Parakeet,Cotorra de Molina,tiriba-de-cauda-vermelha,Conure de Molina,,,,,,
4QW3X,Maroon-tailed Parakeet,Cotorra colinegra,tiriba-fura-mata,Conure de Souancé,,,,,,
4QW42,Crimson-bellied Parakeet,Cotorra ventrirroja,tiriba-de-barriga-vermelha,Conure à ventre rouge,,,,,,
4QW45,Painted Parakeet,Cotorra pintada,tiriba-de-testa-azul,Conure versicolore,,,,,,
C3RKV,"Gray-breasted Parakeet, Grey-breasted Parakeet",Cotorra pechigrís,cara-suja,Conure à poitrine grise,,,,,,
C3RKG,Santarem Parakeet,Cotorra de Santarém,tiriba-de-hellmayr,Conure de Hellmayr,,,,,,
C3RKW,Bonaparte's Parakeet,Cotorra de Bonaparte,tiriba-de-deville,Conure de Bonaparte,,,,,,
C3RL7,Rose-fronted Parakeet,Cotorra frentirrosa,tiriba-de-cabeça-vermelha,Conure rougissante,,,,,,
48Z89,Yellow-eared Parrot,Aratinga orejigualda,papagaio-de-crista-amarela,Conure à joues d'or,,,,,,
5V696,Glaucous Macaw,Guacamayo glauco,arara-azul-pequena,Ara glauque,,,,,,
675X6,"Indigo Macaw, Lear's Macaw",Guacamayo de Lear,arara-azul-de-lear,Ara de Lear,,,,,,
66TX6,Hyacinth Macaw,Guacamayo jacinto,arara-azul,Ara hyacinthe,,,,,,
32NS5,"Little Blue Macaw, Spix's Macaw",Guacamayo de Spix,ararinha-azul,Ara de Spix,,,,,,
G22K,Chestnut-fronted Macaw,Guacamayo severo,maracanã-guaçu,Ara vert,,,,,,
G227,Blue-and-yellow Macaw,Guacamayo azuliamarillo,arara-canindé,Ara bleu,,,,,,
G22D,Scarlet Macaw,"Guacamaya roja, Guacamayo macao",araracanga,Ara rouge,,,,,,
G22J,Red-fronted Macaw,Guacamayo de Cochabamba,arara-de-fronte-vermelha,Ara de Lafresnaye,,,,,,
G22C,Blue-throated Macaw,Guacamayo barbiazul,arara-de-garganta-azul,Ara canindé,,,,,,
G22G,Military Macaw,"Guacamaya verde, Guacamayo militar",arara-militar,Ara militaire,,,,,,
G229,Red-and-green Macaw,Guacamayo aliverde,arara-vermelha,Ara chloroptère,,,,,,
G22M,"Cuban Macaw, Hispaniolan Macaw",Guacamayo cubano,arara-vermelha-de-cuba,Ara tricolore,,,,,,
G226,Great Green Macaw,Guacamayo ambiguo,arara-militar-grande,Ara de Buffon,,,,,,
C3X3L,Blue-crowned Parakeet,Aratinga cabeciazul,"aratinga-de-testa-azul, periquitão",Conure à tête bleue,,,,,,
C3KSJ,White-eyed Parakeet,Aratinga ojiblanca,periquitão,Conure pavouane,,,,,,
C3KS4,"Crimson-fronted Parakeet, Finsch's Parakeet",Aratinga de Finsch,aratinga-de-finsch,Conure de Finsch,,,,,,
C3KS2,Red-masked Parakeet,Aratinga de Guayaquil,periquito-de-cabeça-vermelha,Conure à tête rouge,,,,,,
C3KRX,Hispaniolan Parakeet,Aratinga de La Española,periquito-de-hispaniola,Conure maîtresse,,,,,,
C3KS3,Cuban Parakeet,Aratinga cubana,periquito-cubano,Conure de Cuba,,,,,,
C3KS5,Cordilleran Parakeet,Aratinga cordillerana,,Conure casquée,,,,,,
C3KSP,Mitred Parakeet,Aratinga mitrada,mitrata,Conure mitrée,,,,,,
C3KRW,Socorro Parakeet,Aratinga de Socorro,periquito-de-socorro,Conure de Socorro,,,,,,
C3KS8,Green Parakeet,Aratinga verde,periquito-verde,Conure verte,,,,,,
C3KSX,Scarlet-fronted Parakeet,Aratinga de Wagler,periquito-de-cara-vermelha,Conure de Wagler,,,,,,
C3KSV,Red-throated Parakeet,Aratinga gorjirroja,periquito-de-papo-vermelho,Conure à gorge rouge,,,,,,
C3KSW,Pacific Parakeet,Aratinga del Pacífico,periquito-do-pacífico,Conure de Ridgway,,,,,,
C3KSN,Puerto Rican Parakeet,,,Conure de Porto Rico,,,,,,
C3KSG,Guadeloupe Parakeet,,,,,,,,,
C3L2S,Timneh Parrot,Loro timneh,,Perroquet timneh,,,,,,
78JXM,"Gray Parrot, Grey Parrot",Loro yaco,papagaio-cinzento,Perroquet jaco,,,,,,
C4DN7,"African Orange-bellied Parrot, Red-bellied Parrot",Lorito ventrirrojo,papagaio-de-ventre-vermelho,Perroquet à ventre rouge,,,,,,
4KWM6,Senegal Parrot,Lorito senegalés,periquito-massarongo,Perroquet youyou,,,,,,
4KWM4,Rüppell's Parrot,Lorito de Rüppell,papagaio-de-rüppell,Perroquet de Rüppell,,,,,,
4KWLY,Brown-necked Parrot,,,Perroquet à cou brun,,,,,,
4KWM2,Meyer's Parrot,Lorito de Meyer,papagaio-de-meyer,Perroquet de Meyer,,,,,,
4KWM3,"Brown-necked Parrot, Cape Parrot",Lorito robusto,papagaio-de-bico-grosso,Perroquet robuste,,,,,,
4KWLW,Brown-headed Parrot,Lorito cabecipardo,papagaio-de-cabeça-castanha,Perroquet à tête brune,,,,,,
C4DMV,Yellow-fronted Parrot,Lorito carigualdo,papagaio-de-cara-amarela,Perroquet à face jaune,,,,,,
4KWLZ,Red-fronted Parrot,Lorito frentirrojo,papagaio-de-jardine,Perroquet à calotte rouge,,,,,,
4KWLV,Niam-niam Parrot,Lorito nianiam,,Perroquet des Niam-niams,,,,,,
XVZ5,Carolina Parakeet,Cotorra de Carolina,periquito-da-carolina,Conure de Caroline,,,,,,
78VQ4,Maroon-fronted Parrot,"Cotorra serrana oriental, Cotorra-serrana oriental",papagaio-de-fronte-castanha,Conure à front brun,,,,,,
KYQ8W,two marked treehopper,,,,,,,,,
5558H,basswood treehopper,,,,,,,,,
3GDSB,quince treehopper,,,,,,,,,
CL8CP,solanaceous treehopper,,,,,,,,,
52JY7,buffalo treehopper,,,,,,,,,
4Z95B,threecornered alfalfa treehopper,,,,,,,,,
7FFGG,Van Duzee treehopper,,,,,,,,,
586VX,white marked treehopper,,,,,,,,,
3B9JQ,,,,,,Sonderbare Zikade,,,,
6BP6V,lateral-lined sharpshooter,,,,,,,,,
6BQK8,occidental sharpshooter,,,,,,,,,
6BQJN,Yucca sharpshooter,,,,,,,,,
4DHGB,speckled sharpshooter,,,,,,,,,
46L27,,,,,,,,ツブヒラオウギガニ (tsubuhiraougigani),,
78VPS,Thick-billed Parrot,"Cotorra serrana occidental, Cotorra-serrana occidental",papagaio-mexicano-de-testa-vermelha,Conure à gros bec,,,,,,
C3R7H,Caica Parrot,Lorito caica,curica-de-chapéu-preto,Caïque à tête noire,,,,,,
C3R7D,Orange-cheeked Parrot,Lorito carinaranja,curica-de-bochecha-laranja,Caïque de Barraband,,,,,,
C3R7M,Rose-faced Parrot,Lorito carirrosado,,Caïque à joues roses,,,,,,
C3R7N,Saffron-headed Parrot,Lorito cabecigualdo,,Caïque de Bonaparte,,,,,,
C3R7J,Brown-hooded Parrot,Lorito encapuchado,,Caïque à capuchon,,,,,,
C3R7C,Bald Parrot,Lorito calvo,papagaio-de-cabeça-laranja,Caïque chauve,,,,,,
C3R7P,Vulturine Parrot,Lorito vulturino,curica-urubu,Caïque vautourin,,,,,,
C4C9N,"Caatinga Parakeet, Cactus Parakeet",Aratinga de los cactos,periquito-da-caatinga,Conure des cactus,,,,,,
